chemical formula,saturation magnetization,compoundradix,stoicentw,Zw,periodw,groupw,meltingTw,miedemaH,valencew,electronegw
Co1 Mo1,0.9078258334993656,2.0,0.6931471805599453,77.44209719999999,4.5,7.5,2332.0,-5.0,5.5,2.02
Co1 Mo3,0.3937200622950112,2.0,0.5623351446188083,86.69654859999999,4.75,6.75,2614.0,-3.75,5.75,2.09
Co1 N1,0.876929743791308,2.0,0.6931471805599453,36.4700972,3.0,12.0,915.575,-75.0,5.0,2.46
Co1 Ni1,1.2298807925613702,2.0,0.6931471805599453,58.8133172,4.0,9.5,1748.0,0.0,4.5,1.895
Co1 Ni1 Pt2,0.7293975303877038,3.0,1.0397207708399179,126.9491086,5.0,9.75,1894.7,-6.0,5.25,2.0875
Co1 Ni2 N2,0.23140301784596876,3.0,1.054920167986144,40.86681488000001,3.2,11.8,1070.0600000000002,-68.16000000000001,4.6000000000000005,2.356
Co1 Ni3,1.1321318586432239,2.0,0.5623351446188083,58.753378600000005,4.0,9.75,1738.0,0.0,4.25,1.9024999999999999
Co1 Os1,0.41132442529421914,2.0,0.6931471805599453,124.5830972,5.0,8.5,2537.0,0.0,6.5,2.04
Co1 Pd1,0.9117874482252115,2.0,0.6931471805599453,82.6770972,4.5,9.5,1798.025,-1.0,4.5,2.04
Co1 Pd3,0.6331455352223705,2.0,0.5623351446188083,94.5490486,4.75,9.75,1813.0375,-0.75,4.25,2.12
Co1 Pt1,0.9807094193911488,2.0,0.6931471805599453,127.0090472,5.0,9.5,1904.7,-7.0,5.5,2.08
Co1 Pt3,0.5664979233567096,2.0,0.5623351446188083,161.0469736,5.5,9.75,1973.0500000000002,-5.25,5.75,2.1799999999999997
Co1 Rh1,1.0899593327057508,2.0,0.6931471805599453,80.9193482,4.5,9.0,2002.5,-2.0,5.5,2.08
Co1 Rh3,0.681736001730387,2.0,0.5623351446188083,91.9124251,4.75,9.0,2119.75,-1.5,5.75,2.1799999999999997
Co1 Ru1,0.4655267352237264,2.0,0.6931471805599453,80.0025972,4.5,8.5,2187.5,-1.0,6.5,2.04
Co1 Sb1 Rh2,0.39117511822230255,3.0,1.0397207708399179,96.6260746,4.75,10.5,1786.445,-4.5,5.5,2.1224999999999996
Co1 Si1,0.34997110146946103,2.0,0.6931471805599453,43.5090972,3.5,11.5,1727.5,-38.0,4.5,1.89
Co1 Sn1 Rh2,0.42833788438194936,3.0,1.0397207708399179,95.8637246,4.75,10.25,1686.77,-7.5,5.25,2.0999999999999996
Co1 W1,0.8166905259045957,2.0,0.6931471805599453,121.3870972,5.0,7.5,2731.5,-1.0,5.5,2.12
Co12 B3,1.2395668563556306,2.0,0.5004024235381879,49.30855552,3.6,9.8,1884.2,-15.360000000000003,4.6,1.9120000000000001
Co12 B4,1.1059307708293429,2.0,0.5623351446188083,46.9023958,3.5,10.0,1913.25,-18.0,4.5,1.92
Co12 Sb4 N4,0.5824268648044798,3.0,0.9502705392332346,62.51333664,3.8,11.4,1254.1860000000001,-46.88,5.0,2.146
Co12 W2 N8,0.3230625327458416,3.0,0.9164648855394713,53.95165149090909,3.4545454545454546,10.909090909090908,1323.2363636363636,-73.32231404958677,5.090909090909091,2.3454545454545452
Co16 Ge40 N64,0.22683390581963275,3.0,0.9701157839869381,39.538425919999995,2.9333333333333336,13.866666666666665,673.2133333333333,-80.97777777777777,4.666666666666667,2.542
Co19 Si8 B4,0.41609589210470654,3.0,0.9138242889341586,44.7629256,3.483870967741935,10.806451612903226,1822.0645161290322,-33.49843912591051,4.483870967741935,1.9058064516129032
Co2,1.9463543022118959,1.0,-0.0,58.9331944,4.0,9.0,1768.0,0.0,5.0,1.88
Co2 Ag2 N2,0.33466980024411436,3.0,1.0986122886681098,60.26947146666666,3.6666666666666665,11.666666666666666,1022.0266666666665,-66.66666666666666,4.666666666666667,2.283333333333333
Co2 B6 Rh12,0.2911310494999983,3.0,0.8979457248567798,70.87962064,4.0,10.2,2223.7,-21.36,5.0,2.1679999999999997
Co2 Cu1 N2,0.18184439923347745,3.0,1.054920167986144,41.885337760000006,3.2,11.8,1004.0140000000001,-72.96000000000001,4.800000000000001,2.348
Co2 N2,0.22856431019832044,2.0,0.6931471805599453,36.4700972,3.0,12.0,915.575,-75.0,5.0,2.46
Co2 N24,0.398823145857468,2.0,0.2711893730418441,17.46286110769231,2.153846153846154,14.53846153846154,194.2923076923077,-21.301775147928996,5.0,2.950769230769231
Co2 Ni2 Sb2,0.23402953678721605,3.0,1.0986122886681098,79.79557813333332,4.333333333333333,11.333333333333334,1466.5933333333332,0.4444444444444444,4.666666666666666,1.9466666666666665
Co2 Ni2 Sn2,0.28003434718997167,3.0,1.0986122886681098,78.77911146666666,4.333333333333333,11.0,1333.6933333333332,-1.7777777777777777,4.333333333333333,1.9166666666666667
Co2 Ni6,1.143744395054995,2.0,0.5623351446188083,58.753378600000005,4.0,9.75,1738.0,0.0,4.25,1.9024999999999999
Co2 Pd1,1.140518359974303,2.0,0.6365141682948129,74.76246293333332,4.333333333333333,9.333333333333332,1788.0166666666664,-0.8888888888888888,4.666666666666666,1.9866666666666666
Co2 Pd6,0.6102696864423435,2.0,0.5623351446188083,94.5490486,4.75,9.75,1813.0375,-0.75,4.25,2.12
Co2 Pt2,1.0505366106636385,2.0,0.6931471805599453,127.0090472,5.0,9.5,1904.7,-7.0,5.5,2.08
Co2 Re2 N4,0.6003268512488033,3.0,1.0397207708399179,68.28857359999999,3.5,11.5,1338.325,-73.0,5.5,2.465
Co2 Si4 N6,0.3879816831381121,3.0,1.0114042647073518,26.18736573333333,2.6666666666666665,13.666666666666666,888.5749999999999,-87.44444444444444,4.666666666666666,2.466666666666667
Co20 Si8 N24,0.23407477700171472,3.0,1.0123308391031736,33.452151692307694,2.9230769230769234,12.53846153846154,968.6846153846154,-85.25443786982248,4.846153846153847,2.4184615384615387
Co21 B6 Mo2,1.0294283108729605,3.0,0.7441295414112981,51.52962353103448,3.655172413793103,9.620689655172415,1966.0,-17.322235434007133,4.655172413793103,1.9324137931034482
Co21 B6 Sb2,0.7234725720708294,3.0,0.7441295414112981,53.30956146206896,3.655172413793103,10.241379310344827,1828.6055172413794,-12.670630202140307,4.586206896551724,1.9248275862068964
Co21 B6 W2,0.994703118488927,3.0,0.744129541411298,57.59100284137931,3.7241379310344827,9.620689655172415,2021.103448275862,-16.35196195005945,4.655172413793103,1.946206896551724
Co21 Ge2 B6,1.0195913604344937,3.0,0.7441295414112981,49.92133387586207,3.586206896551724,10.172413793103448,1849.8206896551724,-18.70630202140309,4.517241379310345,1.9220689655172414
Co21 Re2 B6,0.9646667102126487,3.0,0.7441295414112981,57.75418215172414,3.7241379310344827,9.689655172413794,2004.8275862068965,-15.410225921521995,4.724137931034482,1.9144827586206896
Co21 Sn2 B6,0.7904600919055614,3.0,0.7441295414112981,53.099258013793104,3.655172413793103,10.172413793103448,1801.1089655172414,-13.35552913198573,4.517241379310345,1.9186206896551723
Co22 B6 Sb1,1.0245931240175472,3.0,0.6516582165640161,51.143116441379306,3.6206896551724137,10.03448275862069,1858.4062068965516,-14.202140309155766,4.586206896551724,1.918965517241379
Co23 B6,1.4687074129310116,2.0,0.5098156995816887,48.976671420689655,3.586206896551724,9.827586206896552,1888.2068965517242,-15.752675386444709,4.586206896551724,1.913103448275862
Co28,1.9153110539909013,1.0,-0.0,58.9331944,4.0,9.0,1768.0,0.0,5.0,1.88
Co3 Bi1,0.6143240310623245,2.0,0.5623351446188083,96.44499605,4.5,10.5,1462.175,10.5,5.0,1.915
Co3 Cu1,1.2999771318364781,2.0,0.5623351446188083,60.0864708,4.0,9.5,1665.4425,4.5,4.75,1.8849999999999998
Co3 Ge2,0.5318276556462058,2.0,0.6730116670092564,64.41223663999999,4.0,11.0,1545.3600000000001,-20.64,4.6,1.932
Co3 H1,1.2647317727237477,2.0,0.5623351446188083,44.4518958,3.25,7.0,1329.4975,-17.25,4.0,1.96
Co3 Mo1,0.2926311526775801,2.0,0.5623351446188083,68.1876458,4.25,8.25,2050.0,-3.75,5.25,1.95
Co3 Ni1,1.6935737474191326,2.0,0.5623351446188083,58.8732558,4.0,9.25,1758.0,0.0,4.75,1.8875
Co3 Ni6 Sn3,0.2388492406517017,3.0,1.0397207708399179,73.7576936,4.25,10.75,1432.27,-2.0,4.25,1.915
Co3 Os1,0.5396404695969861,2.0,0.5623351446188083,91.7581458,4.5,8.75,2152.5,0.0,5.75,1.96
Co3 Pt1,1.2464978917429703,2.0,0.5623351446188083,92.9711208,4.5,9.25,1836.35,-5.25,5.25,1.98
Co3 Rh1,1.534606911276747,2.0,0.5623351446188083,69.9262713,4.25,9.0,1885.25,-1.5,5.25,1.98
Co3 Sn1,0.8979936627372896,2.0,0.5623351446188083,73.8775708,4.25,10.25,1452.27,0.0,4.75,1.9
Co3 Sn2,0.3451129964544156,2.0,0.6730116670092564,82.84419664,4.4,11.0,1262.8319999999999,0.0,4.6,1.912
Co3 W1,0.2605513081040816,2.0,0.5623351446188083,90.16014580000001,4.5,8.25,2249.75,-0.75,5.25,2.0
Co4,1.8219793189659752,1.0,-0.0,58.9331944,4.0,9.0,1768.0,0.0,5.0,1.88
Co4 B2,0.9003849783169524,2.0,0.6365141682948129,42.8921296,3.333333333333333,10.333333333333334,1961.6666666666665,-21.333333333333332,4.333333333333333,1.9333333333333331
Co4 Ge1,1.203338452891399,2.0,0.5004024235381879,61.67271552,4.0,10.0,1656.68,-13.760000000000003,4.800000000000001,1.906
Co4 Ge4,0.3952016728227084,2.0,0.6931471805599453,65.78199719999999,4.0,11.5,1489.7,-21.5,4.5,1.9449999999999998
Co4 Ge4 N8,0.7653812520166905,3.0,1.0397207708399179,39.8944986,3.0,13.25,776.4250000000001,-82.125,4.75,2.4924999999999997
Co4 H1,1.7714130546476043,2.0,0.5004024235381879,47.34815552,3.4000000000000004,7.4,1417.198,-14.720000000000002,4.2,1.9440000000000002
Co4 N1,1.5551797290496105,2.0,0.5004024235381879,49.94795552,3.6,10.200000000000001,1427.0300000000002,-48.00000000000001,5.0,2.112
Co4 Os1,1.2429821124533702,2.0,0.5004024235381879,85.19315552,4.4,8.8,2075.6000000000004,0.0,5.6,1.9440000000000002
Co4 Pt8,0.6766583509223854,2.0,0.6365141682948129,149.70099813333331,5.333333333333333,9.666666666666666,1950.2666666666667,-6.222222222222221,5.666666666666666,2.1466666666666665
Co4 Ru1,1.2927320244064548,2.0,0.5004024235381879,67.36095552,4.2,8.8,1935.8000000000002,-0.6400000000000001,5.6000000000000005,1.944
Co4 Sn2,0.32801557341746457,2.0,0.6365141682948129,78.8590296,4.333333333333333,10.666666666666666,1347.0266666666664,0.0,4.666666666666666,1.9066666666666665
Co4 Sn4 N8,0.21890009810138353,3.0,1.0397207708399179,51.4144736,3.25,13.25,599.845,-82.5,4.75,2.48
Co46,1.7243242965463073,1.0,-0.0,58.9331944,4.0,9.0,1768.0,0.0,5.0,1.88
Co5 Sn2 Sb2,0.3362167597036006,3.0,0.9950269901795212,86.1786191111111,4.444444444444445,11.444444444444445,1295.3022222222223,0.7901234567901234,4.777777777777778,1.9355555555555555
Co6,1.7711651508165733,1.0,-0.0,58.9331944,4.0,9.0,1768.0,0.0,5.0,1.88
Co6 H2,1.5434941900238692,2.0,0.5623351446188083,44.4518958,3.25,7.0,1329.4975,-17.25,4.0,1.96
Co6 Mo2,0.5068375655595942,2.0,0.5623351446188083,68.1876458,4.25,8.25,2050.0,-3.75,5.25,1.95
Co6 N2,1.125169449265664,2.0,0.5623351446188083,47.7016458,3.5,10.5,1341.7875,-56.25,5.0,2.17
Co6 Ni2,1.6723563527647283,2.0,0.5623351446188083,58.8732558,4.0,9.25,1758.0,0.0,4.75,1.8875
Co6 Pt2,1.4635054554581484,2.0,0.5623351446188083,92.9711208,4.5,9.25,1836.35,-5.25,5.25,1.98
Co6 Ru2,0.9387737037925054,2.0,0.5623351446188083,69.4678958,4.25,8.75,1977.75,-0.75,5.75,1.96
Co6 Si12 N22,0.4203699454412921,3.0,0.9745701894462543,24.969329159999997,2.6,13.8,806.0324999999999,-85.05,4.7,2.524
Co6 Sn2,0.7144041717563342,2.0,0.5623351446188083,73.8775708,4.25,10.25,1452.27,0.0,4.75,1.9
Co6 W2,0.4546171205399684,2.0,0.5623351446188083,90.16014580000001,4.5,8.25,2249.75,-0.75,5.25,2.0
Co7 Ge4,0.5471213929255725,2.0,0.6554817739013928,63.914141890909086,4.0,10.818181818181818,1565.6,-19.90082644628099,4.636363636363637,1.927272727272727
Co7 W6,0.49041439423360667,2.0,0.6901856760188042,116.58295083076924,4.923076923076923,7.615384615384615,2657.3846153846152,-0.9940828402366864,5.461538461538462,2.1015384615384614
Co8 Ge4,0.5672860333503877,2.0,0.6365141682948129,63.49906293333333,4.0,10.666666666666666,1582.4666666666665,-19.11111111111111,4.666666666666666,1.9233333333333331
Co8 Si4,0.5635810290813621,2.0,0.6365141682948129,48.65046293333333,3.6666666666666665,10.666666666666666,1740.9999999999998,-33.77777777777778,4.666666666666666,1.8866666666666665
Cr1 Ag3,0.703812452343594,2.0,0.5623351446188083,93.900205,4.75,9.75,1471.1975,20.25,4.5,1.8625
Cr1 Au1,1.1318695642721097,2.0,0.6931471805599453,124.48136475,5.0,8.5,1758.665,0.0,5.5,2.1
Cr1 Au4,0.5493648702114388,2.0,0.5004024235381879,167.9724876,5.6000000000000005,10.0,1505.864,0.0,5.2,2.3640000000000003
Cr1 B2,0.509698311602481,2.0,0.6365141682948129,24.53872,2.6666666666666665,10.666666666666666,2292.6666666666665,-27.555555555555554,4.0,1.913333333333333
Cr1 B4 Mo1,0.43236197449995595,3.0,0.8675632284814613,31.864526666666666,2.833333333333333,10.666666666666666,2412.0,-28.888888888888886,4.0,1.9966666666666666
Cr1 B6 H16,0.22326255359985403,3.0,0.7393213302245919,5.78192,1.391304347826087,4.3478260869565215,717.2973913043478,-1.164461247637051,1.7391304347826086,2.134782608695652
Cr1 Co1,1.488121502099552,2.0,0.6931471805599453,55.4646772,4.0,7.5,1974.0,-4.0,5.5,1.77
Cr1 Co1 Pt2,0.2613638487202743,3.0,1.0397207708399179,125.2747886,5.0,8.75,2007.7,-16.5,5.75,2.025
Cr1 Co2 Bi1,0.9922849874015262,3.0,1.0397207708399179,94.71073745000001,4.5,9.75,1565.175,11.0,5.25,1.8599999999999999
Cr1 Co2 Ge1,0.9849455102356959,3.0,1.0397207708399179,60.6233372,4.0,9.5,1731.85,-17.375,5.0,1.8575
Cr1 Co2 Sb1,1.0725442381555828,3.0,1.0397207708399179,72.9056622,4.25,9.75,1654.945,0.75,5.25,1.8675
Cr1 Co2 Si1,1.0419399337471196,3.0,1.0397207708399179,49.4868872,3.75,9.5,1850.75,-30.25,5.0,1.83
Cr1 Co3,0.46952097249666447,2.0,0.5623351446188083,57.1989358,4.0,8.25,1871.0,-3.0,5.25,1.825
Cr1 Cu1 B1,0.7124762997202465,3.0,1.0986122886681098,42.117486666666665,3.333333333333333,10.0,1962.2566666666667,-8.444444444444443,4.333333333333333,1.8666666666666665
Cr1 Cu2 Si1,0.773908302265054,3.0,1.0397207708399179,51.793440000000004,3.75,10.5,1645.635,-12.75,4.5,1.8399999999999999
Cr1 Cu4 Ni1 Sn2,0.34261177791905323,4.0,1.2130075659799042,75.287025,4.25,11.0,1293.655,7.8125,4.25,1.88625
Cr1 Fe1,0.9694950501959083,2.0,0.6931471805599453,53.920680000000004,4.0,7.0,1995.5,-1.0,6.0,1.745
Cr1 Fe1 Co1 Si1,0.7926035220675955,4.0,1.3862943611198906,48.7148886,3.75,9.25,1861.5,-29.0,5.25,1.8175
Cr1 Fe1 Sb4,0.25400574051269054,3.0,0.8675632284814613,99.14695999999999,4.666666666666666,12.333333333333336,1267.6866666666665,7.444444444444445,5.333333333333333,1.948333333333333
Cr1 Fe11 Si4,1.0225313724451155,3.0,0.7774621319109288,48.664585,3.75,9.375,1803.0625,-26.546875,5.5,1.836875
Cr1 Fe2 Sb1,0.6670642991326502,3.0,1.0397207708399179,71.36166499999999,4.25,9.25,1676.445,6.25,5.75,1.8425
Cr1 Fe2 Si1,0.533464783905336,3.0,1.0397207708399179,47.94289,3.75,9.0,1872.25,-27.25,5.5,1.8050000000000002
Cr1 Fe2 Sn1,0.8669977181972598,3.0,1.0397207708399179,70.59931499999999,4.25,9.0,1576.77,7.5,5.5,1.82
Cr1 Fe3,1.1067773340521778,2.0,0.5623351446188083,54.88294,4.0,7.5,1903.25,-0.75,6.0,1.7875
Cr1 Fe3 B2,0.9867641282137053,3.0,1.0114042647073518,40.191959999999995,3.333333333333333,9.333333333333334,2051.833333333333,-24.555555555555554,5.0,1.8716666666666666
Cr1 Fe3 N1,1.7954771805314522,3.0,0.9502705392332346,46.707752,3.6,9.0,1535.23,-59.36,5.8,2.0380000000000003
Cr1 Fe3 Sb4,0.4305199976060638,3.0,0.9743147528693494,88.32152,4.5,11.25,1403.5149999999999,9.0625,5.5,1.91875
Cr1 Fe4,1.7319346046764208,2.0,0.5004024235381879,55.075392,4.0,7.6000000000000005,1884.8000000000002,-0.6400000000000001,6.000000000000001,1.7960000000000003
Cr1 Ga1 Co2,0.7470942248290052,3.0,1.0397207708399179,59.8964122,4.0,9.25,1504.72865,-7.75,4.75,1.8075
Cr1 Ga1 Fe2,0.6309902253275095,3.0,1.0397207708399179,58.352415,4.0,8.75,1526.22865,-1.75,5.25,1.7825000000000002
Cr1 Ga1 Rh2,0.6660258552632657,3.0,1.0397207708399179,81.882566,4.5,9.25,1739.22865,-19.25,5.25,2.0075
Cr1 Ga1 Ru2,0.2887688966707084,3.0,1.0397207708399179,80.96581499999999,4.5,8.75,1924.22865,-11.75,6.25,1.9675000000000002
Cr1 Ge1 Rh1,0.8381543331375231,3.0,1.0986122886681098,75.84415399999999,4.333333333333333,9.666666666666666,1876.1333333333332,-27.11111111111111,5.333333333333333,1.983333333333333
Cr1 Ge1 Ru2,0.4432755819785065,3.0,1.0397207708399179,81.69274000000001,4.5,9.0,2151.35,-19.875,6.5,2.0175
Cr1 H2,1.8118755226663434,2.0,0.6365141682948129,18.004053333333335,2.0,2.6666666666666665,735.9933333333333,-24.888888888888886,2.6666666666666665,2.02
Cr1 H3,1.3141971241903019,2.0,0.5623351446188083,13.755040000000001,1.75,2.25,555.4925,-21.0,2.25,2.065
Cr1 Hg3,0.5606607247720977,2.0,0.5623351446188083,163.443265,5.5,10.5,720.7407499999999,15.75,4.5,1.915
Cr1 In1 Co2,0.6795853965180916,3.0,1.0397207708399179,71.1701622,4.25,9.25,1536.437125,6.5,4.75,1.8
Cr1 In1 Cu2,0.6509482569478027,3.0,1.0397207708399179,73.47671500000001,4.25,10.25,1331.3221250000001,16.0,4.25,1.81
Cr1 In1 Ni2,0.7215595548722608,3.0,1.0397207708399179,71.050285,4.25,9.75,1516.437125,2.5,4.25,1.815
Cr1 In3,0.4318884175699617,2.0,0.5623351446188083,99.112615,4.75,11.25,867.311375,15.0,3.75,1.75
Cr1 N1,0.9327018005814689,2.0,0.6931471805599453,33.001580000000004,3.0,10.5,1121.575,-107.0,5.5,2.35
Cr1 N2,0.4810369613216408,2.0,0.6365141682948129,26.670053333333335,2.6666666666666665,12.0,768.7666666666667,-95.1111111111111,5.333333333333333,2.5799999999999996
Cr1 Ni1,1.430035369757045,2.0,0.6931471805599453,55.344800000000006,4.0,8.0,1954.0,-7.0,5.0,1.785
Cr1 Ni1 Sb1,0.6819862145787621,3.0,1.0986122886681098,77.48323333333333,4.333333333333333,10.333333333333334,1603.9266666666667,-0.44444444444444464,5.0,1.873333333333333
Cr1 Ni1 Sb2,0.5079640308529813,3.0,1.0397207708399179,88.55245,4.5,11.5,1428.8899999999999,1.25,5.0,1.9175
Cr1 Ni2 Hg1,0.8124047597794798,3.0,1.0397207708399179,92.49383499999999,4.5,9.5,1467.58025,5.75,4.5,1.8699999999999999
Cr1 Ni3,0.534606744309865,2.0,0.5623351446188083,57.01912,4.0,9.0,1841.0,-5.25,4.5,1.8475
Cr1 Ni3 Sb4,0.2558346352669297,3.0,0.9743147528693494,89.38961,4.5,12.0,1372.3899999999999,-0.3125,4.75,1.94875
Cr1 Pd1,0.3472922481425755,2.0,0.6931471805599453,79.20858000000001,4.5,8.0,2004.025,-15.0,5.0,1.9300000000000002
Cr1 Pd3,0.5777461257219754,2.0,0.5623351446188083,92.81479000000002,4.75,9.0,1916.0375,-11.25,4.5,2.065
Cr1 Pt1,0.886051430044796,2.0,0.6931471805599453,123.54053,5.0,8.0,2110.7,-24.0,6.0,1.9699999999999998
Cr1 Pt3,0.5769276522026654,2.0,0.5623351446188083,159.312715,5.5,9.0,2076.05,-18.0,6.0,2.125
Cr1 Pt4,0.22072194133831383,2.0,0.5004024235381879,166.46715200000003,5.6000000000000005,9.200000000000001,2069.12,-15.360000000000003,6.0,2.156
Cr1 Re3 B4,0.21827555768200987,3.0,0.9743147528693494,81.7321825,3.75,9.875,2744.125,-27.25,4.875,1.94
Cr1 Rh3,0.3599019548989483,2.0,0.5623351446188083,90.1781665,4.75,8.25,2222.75,-9.75,6.0,2.125
Cr1 Si1 Ru2,0.4586418842621869,3.0,1.0397207708399179,70.55629,4.25,9.0,2270.25,-34.25,6.5,1.9900000000000002
Cr1 Sn1 Rh2,0.6154266836893099,3.0,1.0397207708399179,94.12946600000001,4.75,9.5,1789.77,-10.5,5.5,2.045
Cr1 Sn1 Ru2,0.3872668203186877,3.0,1.0397207708399179,93.212715,4.75,9.0,1974.77,-1.5,6.5,2.005
Cr1 W1 N2,0.6447184417968682,3.0,1.0397207708399179,65.96279,3.5,10.5,1500.325,-104.75,5.5,2.525
Cr10 Ge4 N12,0.28488084278792886,3.0,1.0123308391031736,37.63726153846154,3.0769230769230775,11.384615384615385,1053.976923076923,-102.65088757396451,5.230769230769231,2.350769230769231
Cr10 Si4 N12,0.48462294776773224,3.0,1.0123308391031736,30.784061538461543,2.9230769230769234,11.384615384615385,1127.1461538461538,-107.73964497041422,5.230769230769231,2.333846153846154
Cr10 Si6 B2,0.4089895657888034,3.0,0.9368883075390159,39.449533333333335,3.4444444444444446,9.444444444444445,2034.4444444444443,-37.1358024691358,5.0,1.7822222222222222
Cr12 N16,0.8243987248092797,2.0,0.6829081047004717,30.28806857142857,2.8571428571428568,11.142857142857142,970.3714285714285,-104.81632653061223,5.428571428571428,2.4485714285714284
Cr12 N8,0.23963571878673345,2.0,0.6730116670092564,36.800496,3.2,9.6,1333.26,-102.72,5.6,2.212
Cr16 Co14,0.6065966289601988,2.0,0.6909233093138181,55.23344272,4.0,7.4,1987.7333333333336,-3.982222222222222,5.533333333333333,1.7626666666666666
Cr16 Si16 N32,0.8243766867636629,3.0,1.0397207708399179,27.02379,2.75,12.5,998.325,-103.25,5.0,2.41
Cr18 Co12,0.2741959181122679,2.0,0.6730116670092564,54.770973760000004,4.0,7.2,2015.2,-3.84,5.6,1.748
Cr18 N24,0.24658421450802226,2.0,0.6829081047004717,30.28806857142857,2.8571428571428568,11.142857142857142,970.3714285714285,-104.81632653061223,5.428571428571428,2.4485714285714284
Cr2 B2 N4,0.8643555369092228,3.0,1.0397207708399179,22.70504,2.5,12.25,1163.825,-75.25,4.75,2.4450000000000003
Cr2 Co2 B2,0.3851256537231944,3.0,1.0986122886681098,40.5797848,3.333333333333333,9.333333333333334,2099.0,-26.22222222222222,4.666666666666666,1.8599999999999999
Cr2 Co2 Ge2,0.7579966511768826,3.0,1.0986122886681098,61.18671813333333,4.0,9.666666666666666,1719.7999999999997,-19.555555555555557,5.0,1.8499999999999999
Cr2 Co2 Si4,0.19868739018902828,3.0,1.0397207708399179,41.7748386,3.5,10.75,1830.5,-38.5,4.75,1.835
Cr2 Co21 B6,0.8249181558176667,3.0,0.7441295414112981,48.49825525517241,3.586206896551724,9.620689655172415,1916.6206896551726,-16.951248513674194,4.655172413793103,1.8979310344827585
Cr2 Co6,0.3272955689467908,2.0,0.5623351446188083,57.1989358,4.0,8.25,1871.0,-3.0,5.25,1.825
Cr2 Fe2 B4,0.7405072778940384,3.0,1.0397207708399179,32.36534,3.0,10.0,2172.25,-28.75,4.5,1.8925
Cr2 Fe2 Co2 Ni2,0.2917483531026346,4.0,1.3862943611198906,56.3669986,4.0,8.25,1871.75,-3.75,5.25,1.82
Cr2 Fe2 Ge4,0.44005189134347705,3.0,1.0397207708399179,63.27574,4.0,10.5,1603.45,-17.25,5.0,1.8775
Cr2 Fe2 N4,0.7997525695746343,3.0,1.0397207708399179,33.963840000000005,3.0,11.0,1029.325,-97.25,5.5,2.3925
Cr2 Fe2 Si4,0.3361813236935186,3.0,1.0397207708399179,41.00284,3.5,10.5,1841.25,-36.25,5.0,1.8225
Cr2 Fe4 N6,0.19630532874252266,3.0,1.0114042647073518,34.28459333333333,3.0,11.166666666666666,998.575,-93.88888888888889,5.5,2.4066666666666667
