,chemical formula,production info,compound space group,unit cell volume,lattice parameters,lattice angles,atomic positions,crystal info,unit cell spin polarization,atomic spin specie,saturation magnetization,magnetization temperature,magnetization info,magnetocrystalline anisotropy energy,anisotropy energy type,magnetocrystalline anisotropy constants,kind of anisotropy,anisotropy info,exchange integrals,exchange info,magnetic order,curie temperature,curie temperature info,anisotropy field,remanence,coercivity,energy product,hysteresis info,domain wall width,domain wall info,exchange stiffness,exchange stiffness info
294,Fe10C2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",139,126.536443,"[2.8469, 2.8469, 15.61249]","[90.0, 90.0, 90.0]","['Fe1(4e)', 0.0, 0.0, 0.20306000000000002, 'Fe2(4e)', 0.0, 0.0, 0.61692, 'Fe3(2a)', 0.0, 0.0, 0.0, 'C1(2b)', 0.0, 0.0, 0.5]","software VASP, k-points mesh 14x14x3, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",20.561,"['1 Fe', 2.422, '2 Fe', 2.422, '3 Fe', 2.422, '4 Fe', 2.422, '5 Fe', 1.762, '6 Fe', 1.762, '7 Fe', 1.762, '8 Fe', 1.762, '9 Fe', 2.053, '10 Fe', 2.053, '11 C', -0.14200000000000002, '12 C', -0.14200000000000002]",1.893,0.0,"software VASP, k-points mesh 14x14x3, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
295,Fe5C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,64.093369,"[7.65709, 3.9438500000000003, 5.29524]","[90.0, 126.71399, 90.0]","['Fe1(4i)', 0.7062600000000001, 0.0, 0.60475, 'Fe2(4i)', 0.11067, 0.0, 0.77339, 'Fe3(2b)', 0.0, 0.5, 0.0, 'C1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 9x12x12, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.919,"['1 Fe', 2.393, '2 Fe', 2.393, '3 Fe', 2.056, '4 Fe', 2.056, '5 Fe', 2.178, '6 C', -0.156]",1.984,0.0,"software VASP, k-points mesh 9x12x12, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
296,Fe5C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",38,62.604719,"[10.628260000000001, 2.76832, 4.25557]","[90.0, 90.0, 90.0]","['Fe1(2b)', 0.5, 0.0, 0.64256, 'Fe2(4c)', 0.11827000000000001, 0.0, 0.65163, 'Fe3(4c)', 0.68986, 0.0, 0.14581000000000002, 'C1(2a)', 0.0, 0.0, -0.0020800000000000003]","software VASP, k-points mesh 4x17x17, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.567,"['1 Fe', 2.505, '2 Fe', 1.5979999999999999, '3 Fe', 1.6, '4 Fe', 2.5060000000000002, '5 Fe', 2.507, '6 C', -0.148]",1.966,0.0,"software VASP, k-points mesh 4x17x17, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
297,Fe10C2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",44,129.250118,"[12.45478, 3.9473000000000003, 2.62902]","[90.0, 90.0, 90.0]","['Fe1(4c)', 0.7999100000000001, 0.0, -0.038090000000000006, 'Fe2(4c)', 0.60736, 0.0, 0.14973, 'Fe3(2a)', 0.0, 0.0, 0.1827, 'C1(2b)', 0.0, 0.5, 0.15097000000000002]","software VASP, k-points mesh 3x10x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",21.534,"['1 Fe', 2.7279999999999998, '2 Fe', 2.7279999999999998, '3 Fe', 2.7279999999999998, '4 Fe', 2.7279999999999998, '5 Fe', 1.564, '6 Fe', 1.565, '7 Fe', 1.564, '8 Fe', 1.565, '9 Fe', 2.307, '10 Fe', 2.307, '11 C', -0.125, '12 C', -0.125]",1.941,0.0,"software VASP, k-points mesh 3x10x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
298,Fe5C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",2,64.20326,"[2.62531, 4.2443, 6.14367]","[105.14784, 100.075, 96.19637]","['Fe1(1h)', 0.5, 0.5, 0.5, 'Fe2(2i)', 0.09570000000000001, -0.09947, 0.30369, 'Fe3(2i)', 0.38368, 0.6780900000000001, 0.88843, 'C1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 16x10x7, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.698,"['1 Fe', 2.6470000000000002, '2 Fe', 2.44, '3 Fe', 2.44, '4 Fe', 1.658, '5 Fe', 1.658, '6 C', -0.145]",1.941,0.0,"software VASP, k-points mesh 16x10x7, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
299,Fe5C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,63.815207,"[8.97928, 2.82918, 6.41609]","[90.0, 128.46056, 90.0]","['Fe1(2c)', 0.0, 0.0, 0.5, 'Fe2(4i)', 0.5936100000000001, 0.0, 0.89809, 'Fe3(4i)', 0.23029000000000002, 0.0, 0.33790000000000003, 'C1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 8x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.545,"['1 Fe', 2.565, '2 Fe', 2.122, '3 Fe', 2.122, '4 Fe', 1.9500000000000002, '5 Fe', 1.9500000000000002, '6 C', -0.162]",1.925,0.0,"software VASP, k-points mesh 8x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
300,Fe4C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",2,52.29541,"[2.66085, 4.25618, 4.66183]","[92.26622, 95.86318, 94.52303]","['Fe1(2i)', 0.099, 0.25922, 0.36475, 'Fe2(2i)', 0.48681, 0.73838, 0.1481, 'C1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 15x9x9, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.265,"['1 Fe', 2.445, '2 Fe', 2.445, '3 Fe', 1.76, '4 Fe', 1.76, '5 C', -0.145]",1.841,0.0,"software VASP, k-points mesh 15x9x9, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
301,Fe4C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",10,52.55247,"[2.66435, 3.96992, 5.06779]","[90.0, 101.3641, 90.0]","['Fe1(1b)', 0.0, 0.5, 0.0, 'Fe2(2m)', 0.4107, 0.0, 0.7320800000000001, 'Fe3(1f)', 0.0, 0.5, 0.5, 'C1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 8x15x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.461,"['1 Fe', 2.35, '2 Fe', 1.746, '3 Fe', 1.746, '4 Fe', 2.745, '5 C', -0.126]",1.875,0.0,"software VASP, k-points mesh 8x15x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
302,Fe4C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",10,52.39981,"[4.33528, 2.81087, 4.36709]","[90.0, 100.05448, 90.0]","['Fe1(2m)', 0.30534, 0.0, 0.7349000000000001, 'Fe2(2n)', 0.7888600000000001, 0.5, 0.74087, 'C1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.697,"['1 Fe', 2.426, '2 Fe', 2.426, '3 Fe', 1.9889999999999999, '4 Fe', 1.9889999999999999, '5 C', -0.134]",1.933,0.0,"software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
303,Fe4C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",8,51.306018,"[9.3579, 2.77764, 4.05251]","[90.0, 103.05969, 90.0]","['Fe1(2a)', 0.82374, 0.0, 0.6261300000000001, 'Fe2(2a)', 0.64473, 0.0, 0.07685, 'Fe3(2a)', 0.08373000000000001, 0.0, 0.5584600000000001, 'Fe4(2a)', 0.37631000000000003, 0.0, 0.14889000000000002, 'C1(2a)', 8e-05, 0.0, 0.00029]","software VASP, k-points mesh 10x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.258,"['1 Fe', 2.338, '2 Fe', 1.63, '3 Fe', 2.401, '4 Fe', 2.032, '5 C', -0.14300000000000002]",1.875,0.0,"software VASP, k-points mesh 10x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
304,Fe4C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,52.205176,"[9.14066, 2.8339600000000003, 4.28311]","[90.0, 109.7712, 90.0]","['Fe1(4i)', 0.8612000000000001, 0.0, 0.5618200000000001, 'Fe2(4i)', 0.37415000000000004, 0.0, 0.08942000000000001, 'C1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 10x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.42,"['1 Fe', 2.21, '2 Fe', 2.21, '3 Fe', 2.077, '4 Fe', 2.077, '5 C', -0.154]",1.879,0.0,"software VASP, k-points mesh 10x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
305,Fe4C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,51.665933,"[8.60905, 2.6666600000000003, 4.54754]","[90.0, 98.20222, 90.0]","['Fe1(4i)', 0.8716600000000001, 0.0, 0.61863, 'Fe2(4i)', 0.62978, 0.0, 0.87036, 'C1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 9x16x16, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",7.736,"['1 Fe', 2.283, '2 Fe', 2.283, '3 Fe', 1.659, '4 Fe', 1.659, '5 C', -0.147]",1.744,0.0,"software VASP, k-points mesh 9x16x16, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
306,Fe4C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",65,52.473802,"[5.55318, 6.71373, 2.81493]","[90.0, 90.0, 90.0]","['Fe1(4i)', 0.0, 0.28306000000000003, 0.0, 'Fe2(4h)', 0.76124, 0.0, 0.5, 'C1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.686,"['1 Fe', 2.437, '2 Fe', 2.437, '3 Fe', 1.974, '4 Fe', 1.974, '5 C', -0.136]",1.928,0.0,"software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
307,Fe4C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",38,50.361501,"[2.77902, 2.7105300000000003, 13.37159]","[90.0, 90.0, 90.0]","['Fe1(2b)', 0.5, 0.0, 0.5473100000000001, 'Fe2(2b)', 0.5, 0.0, 0.77485, 'Fe3(2a)', 0.0, 0.0, 0.16526000000000002, 'Fe4(2a)', 0.0, 0.0, 0.39153000000000004, 'C1(2a)', 0.0, 0.0, -5e-05]","software VASP, k-points mesh 14x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.192,"['1 Fe', 1.637, '2 Fe', 2.441, '3 Fe', 2.383, '4 Fe', 1.849, '5 C', -0.117]",1.895,0.0,"software VASP, k-points mesh 14x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
308,Fe4C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",47,52.507042,"[2.6987300000000003, 3.85676, 5.0447]","[90.0, 90.0, 90.0]","['Fe1(2s)', 0.5, 0.0, 0.73926, 'Fe2(1e)', 0.0, 0.5, 0.0, 'Fe3(1g)', 0.0, 0.5, 0.5, 'C1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 15x10x8, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.082,"['1 Fe', 1.5630000000000002, '2 Fe', 1.5630000000000002, '3 Fe', 2.223, '4 Fe', 2.86, '5 C', -0.125]",1.7930000000000001,0.0,"software VASP, k-points mesh 15x10x8, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
309,Fe8C2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",139,104.577477,"[3.82419, 3.82419, 7.15087]","[90.0, 90.0, 90.0]","['Fe1(4c)', 0.0, 0.5, 0.0, 'Fe2(4e)', 0.0, 0.0, 0.7349100000000001, 'C1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 10x10x6, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",16.947,"['1 Fe', 1.945, '2 Fe', 1.81, '3 Fe', 1.945, '4 Fe', 1.81, '5 Fe', 2.421, '6 Fe', 2.421, '7 Fe', 2.421, '8 Fe', 2.421, '9 C', -0.122, '10 C', -0.122]",1.888,0.0,"software VASP, k-points mesh 10x10x6, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
310,Fe4C2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",136,57.987033,"[4.53811, 4.53811, 2.81567]","[90.0, 90.0, 90.0]","['Fe1(4g)', 0.20069, 0.7993100000000001, 0.0, 'C1(2b)', 0.0, 0.0, 0.5]","software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",6.397,"['1 Fe', 1.587, '2 Fe', 1.722, '3 Fe', 1.722, '4 Fe', 1.587, '5 C', -0.113, '6 C', -0.109]",1.2850000000000001,0.0,"software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
311,Fe2C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",166,28.136502,"[2.79273, 2.79273, 12.49693]","[90.0, 90.0, 120.0]","['Fe1(6c)', 0.0, 0.0, 0.24999000000000002, 'C1(3a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 17x17x17, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",2.8810000000000002,"['1 Fe', 1.49, '2 Fe', 1.49, '3 C', -0.1]",1.193,0.0,"software VASP, k-points mesh 17x17x17, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
312,Fe4C2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",11,54.080549,"[3.9442500000000003, 2.82362, 5.11731]","[90.0, 108.39279, 90.0]","['Fe1(2e)', 0.7681000000000001, 0.25, 0.56444, 'Fe2(2e)', 0.77644, 0.25, 0.07257000000000001, 'C1(2e)', 0.35708, 0.25, 0.21467000000000003]","software VASP, k-points mesh 8x11x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",5.841,"['1 Fe', 1.553, '2 Fe', 1.553, '3 Fe', 1.474, '4 Fe', 1.474, '5 C', -0.107, '6 C', -0.107]",1.258,0.0,"software VASP, k-points mesh 8x11x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
313,Fe4C2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",8,56.199875,"[9.70796, 2.79648, 4.2072]","[90.0, 100.23643, 90.0]","['Fe1(2a)', 0.17793, 0.0, 0.31602, 'Fe2(2a)', -0.07761000000000001, 0.0, 0.4081, 'Fe3(2a)', 0.5966800000000001, 0.0, 0.8065300000000001, 'Fe4(2a)', 0.34301000000000004, 0.0, 0.8839100000000001, 'C1(2a)', 0.7526700000000001, 0.0, 0.59401, 'C2(2a)', 0.00019, 0.0, 1e-05]","software VASP, k-points mesh 10x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",6.98,"['1 Fe', 1.703, '2 Fe', 2.322, '3 Fe', 1.5350000000000001, '4 Fe', 1.626, '5 C', -0.1, '6 C', -0.106]",1.447,0.0,"software VASP, k-points mesh 10x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
314,Fe4C2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",31,54.51222,"[2.83181, 4.8729000000000005, 3.95041]","[90.0, 90.0, 90.0]","['Fe1(2a)', 0.0, 0.42860000000000004, 0.018840000000000003, 'Fe2(2a)', 0.0, -0.0654, 0.22845000000000001, 'C1(2a)', 0.0, 0.28250000000000003, 0.50071]","software VASP, k-points mesh 14x8x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",6.88,"['1 Fe', 1.716, '2 Fe', 1.736, '3 Fe', 1.816, '4 Fe', 1.814, '5 C', -0.1, '6 C', -0.10400000000000001]",1.47,0.0,"software VASP, k-points mesh 14x8x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
315,Fe4C2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",58,56.603864,"[4.27486, 4.69621, 2.8195300000000003]","[90.0, 90.0, 90.0]","['Fe1(4g)', 0.24955000000000002, 0.8441500000000001, 0.0, 'C1(2b)', 0.0, 0.0, 0.5]","software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",6.524,"['1 Fe', 1.724, '2 Fe', 1.645, '3 Fe', 1.645, '4 Fe', 1.724, '5 C', -0.106, '6 C', -0.107]",1.343,0.0,"software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
316,Fe12Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",2,171.955231,"[4.79714, 5.77972, 7.15982]","[66.33486, 76.52269, 72.48794]","['Fe1(1f)', 0.5, 0.0, 0.5, 'Fe2(2i)', 0.07963, 0.7919600000000001, 0.63995, 'Fe3(2i)', -0.07966000000000001, 0.72143, 0.36144000000000004, 'Fe4(2i)', 0.35440000000000005, -0.07136, 0.2146, 'Fe5(1h)', 0.5, 0.5, 0.5, 'Fe6(2i)', 0.7890600000000001, 0.1312, 0.07579000000000001, 'Fe7(2i)', 0.20935, 0.34849, -0.07342, 'Ta1(2i)', 0.34946000000000005, 0.42988000000000004, 0.21702000000000002]","software VASP, k-points mesh 9x8x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",25.341,"['1 Fe', 2.137, '2 Fe', 2.293, '3 Fe', 2.293, '4 Fe', 2.318, '5 Fe', 2.318, '6 Fe', 2.352, '7 Fe', 2.352, '8 Fe', 2.041, '9 Fe', 2.09, '10 Fe', 2.09, '11 Fe', 2.091, '12 Fe', 2.091, '13 Ta', -0.562, '14 Ta', -0.562]",1.717,0.0,"software VASP, k-points mesh 9x8x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
317,Fe12Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",2,171.304516,"[5.03498, 6.45023, 6.48989]","[113.73849, 104.3722, 104.75487]","['Fe1(2i)', 0.5725, 0.79378, 0.42521000000000003, 'Fe2(2i)', 0.35549000000000003, -0.07105, 0.1451, 'Fe3(2i)', 0.29599000000000003, 0.65046, 0.72399, 'Fe4(2i)', 0.15218, 0.07578, 0.8488100000000001, 'Fe5(2i)', 0.07008, 0.7843600000000001, 0.42546000000000006, 'Fe6(1c)', 0.0, 0.5, 0.0, 'Fe7(1e)', 0.5, 0.5, 0.0, 'Ta1(2i)', 0.20457000000000003, 0.35164, 0.28157000000000004]","software VASP, k-points mesh 9x7x7, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",24.793,"['1 Fe', 1.987, '2 Fe', 1.987, '3 Fe', 2.482, '4 Fe', 2.482, '5 Fe', 1.772, '6 Fe', 1.772, '7 Fe', 1.9929999999999999, '8 Fe', 1.9929999999999999, '9 Fe', 2.483, '10 Fe', 2.483, '11 Fe', 1.932, '12 Fe', 2.4939999999999998, '13 Ta', -0.533, '14 Ta', -0.533]",1.686,0.0,"software VASP, k-points mesh 9x7x7, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
318,Fe12Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",11,172.019776,"[6.42292, 2.97447, 9.09493]","[90.0, 98.10751, 90.0]","['Fe1(2e)', 0.6379800000000001, 0.25, 0.45537000000000005, 'Fe2(2e)', 0.35766000000000003, 0.25, 0.03311, 'Fe3(2e)', 0.08233, 0.25, 0.6079100000000001, 'Fe4(2e)', -0.06945000000000001, 0.25, -0.09994000000000001, 'Fe5(2e)', 0.78654, 0.25, 0.17573000000000003, 'Fe6(2e)', 0.49046000000000006, 0.25, 0.7576, 'Ta1(2e)', 0.21438000000000001, 0.25, 0.32031000000000004]","software VASP, k-points mesh 4x6x13, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",25.504,"['1 Fe', 2.202, '2 Fe', 2.203, '3 Fe', 2.362, '4 Fe', 2.363, '5 Fe', 2.08, '6 Fe', 2.08, '7 Fe', 2.094, '8 Fe', 2.094, '9 Fe', 2.3810000000000002, '10 Fe', 2.3810000000000002, '11 Fe', 2.141, '12 Fe', 2.141, '13 Ta', -0.508, '14 Ta', -0.508]",1.7269999999999999,0.0,"software VASP, k-points mesh 4x6x13, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
